Angulo pulgar,Angulo indice,Angulo corazón,Angulo anular,Angulo meñique,Ancho pulgar,Ancho indice,Ancho corazón,Ancho anular,Ancho menique,Pulgar extendido,Indice extendido,Corazon extendido,Anular extendido,Menique extendido,Pulgar contraido','Indice contraido','Corazón contraido','Anular contraido,Menique contraído,Numero de dedos','Hu_1','Hu_2','Hu_3','Hu_4','Hu_5','Hu_6',Hu_7,Redondez,Clase
1.534209411234650702e+02,-2.506432159584207398e+01,6.098503678951482598e+00,-4.078642882624167498e+01,1.145802455082270299e+00,3.667738962471671638e+00,-1.750553056228173684e-02,2.890057718749378113e-01,-5.780147605691511314e-01,1.053322726315842450e+00,7.696244872436301954e-01,-1.326423372816710466e-01,-1.243457353772316809e+00,-3.481384587937860209e-01,9.989430507072409871e-01,-1.073922914393429684e+00,-1.707603177743201306e-01,-4.300117086032987923e-01,3.649049739625664229e-02,7.030066827893179104e-02,3.545486037597129214e-01,-2.166728640799656935e-01,2.713392405069314089e-02,-1.089344219193025959e-01,-3.972265520904290359e-02,1.049424032192089679e-03,2.366292224302006964e-04,-5.982179083690545005e-06,-3.406588490060698052e-06,1.0
1.401077078233934685e+02,8.729472609280641393e+01,5.825017850393634689e+01,2.747131090844954571e+01,4.115729169402027310e+01,3.786408507205323737e+00,-3.905323452618679470e-02,1.162332411051857806e+00,-2.420358163550334063e-01,7.270445279341812839e-01,8.718140643141373269e-01,-4.673966773728101542e-01,-3.119295866093725889e-01,-9.626516820846510170e-01,1.145454394344595173e+00,-1.120914989015696195e+00,-1.195031065872116105e-01,-4.261603939827274257e-01,-2.463717942042351755e-02,6.499951390173430710e-02,4.503514594780197444e-01,-1.215038260592754965e-01,2.681289713259544030e-02,-1.048311786224430109e-01,-4.717197505781584727e-02,1.691084227380726694e-03,2.929902637639987865e-04,-6.667090246780438011e-06,-4.029882328571327540e-06,1.0
1.556804395616546515e+02,-2.100666686098714209e+01,1.237528876948308323e+02,-3.407956758113122220e+01,2.311526417139120326e+00,4.556425082164285989e+00,1.426398276349994942e-01,4.308476305556192543e-01,-4.293070621500176265e-01,1.575477117353104139e+00,5.805082871976349201e-01,-4.692554414407222874e-01,-9.924812070183877122e-01,-1.009506170370948336e-01,9.425372731127824588e-01,-1.270570652580808035e+00,-1.949105964933483259e-01,-6.310246705603417272e-01,3.420690301511512474e-03,9.735785245526232257e-02,4.664517866268719226e-01,-1.285285884132139345e-01,3.921736122803256425e-02,-8.404718929899775148e-02,-4.972117649962922575e-02,2.012970948381050985e-03,3.138979204684901590e-04,-8.906212553214525141e-06,-3.843904665331938697e-06,0.0
4.303451599251390576e+02,-1.030447429686460659e+01,9.186568406297118372e+01,-5.428278601343232879e+01,4.777106279629563090e+01,2.230824385176827462e+00,-3.830672633970946261e-01,-1.161356989412961060e-01,-1.859325195483273463e+00,2.874615357646955194e-01,4.475619033852701878e-01,-7.213231095066205967e-01,-3.346424168376940234e-01,5.471598958747092567e-02,9.534628277089824966e-01,-1.166345843481728206e+00,6.763571753607906800e-02,-4.817760880477331420e-01,2.913277843587723792e-01,1.295244611121624256e-01,2.987069898671065316e-01,-2.020745382131146906e-01,4.320758992006273891e-02,-9.629867399452826660e-02,-4.720456873678993692e-02,2.034521344066429500e-03,2.375246853634912722e-04,-6.923164632699436268e-06,-4.308232091137588796e-06,1.0
2.145283710400629786e+02,-6.115455565182514874e-01,-5.975198943689525422e+00,-7.486633709900739575e+01,2.925825359737932274e+01,3.311568494610202862e+00,3.595721896088032166e-01,1.524678094226310732e+00,1.559373811343500726e-01,1.302565058215739757e+00,4.207919162714877093e-01,-1.237160253834055368e-01,-6.882275054862411201e-01,-1.665327957821687299e-01,5.773627636531781793e-01,-8.065440085786186319e-01,6.469679277268403084e-02,-3.854655283161898538e-01,1.476488664535768602e-01,9.724403146894308736e-02,4.380221234569552924e-01,-1.871702898653676006e-01,3.417641876787869126e-02,-9.294767676690771085e-02,-4.358002428684992768e-02,1.638912826493397774e-03,2.635620325441445254e-04,-3.875978774810511543e-06,-4.580491129640503368e-06,0.0
6.772354886324608003e+01,1.081978693260774946e+02,6.891033562008456670e+01,-9.173419711333491477e+01,-4.058006961133579615e+00,2.850705260837214094e+00,-2.220418401253254626e-01,1.036259605111389703e+00,-1.093704742735581714e+00,1.441151324902767206e+00,3.175857383067633433e-01,-6.875727390025790364e-02,-5.748705060758690921e-01,-9.261298585214991497e-02,7.762477488702785866e-01,-1.015793328456717548e+00,-7.808209634284725420e-02,-2.531711622387710081e-01,1.534861928684851939e-01,-2.012371513045409580e-02,3.922535152016746185e-01,-1.707883265963228425e-01,3.481358821324214564e-02,-9.873509569533842067e-02,-4.536986458259595345e-02,1.849810890586058585e-03,2.675658775955953601e-04,-6.531787700957517953e-06,-3.708170827625287848e-06,0.0
5.391593962233480397e+02,5.657069349260694224e+01,4.862707442287053539e+01,-1.132212326253341814e+02,3.066178937596469645e+00,1.178156815615301056e+00,3.120244193914337494e+00,9.875037694199765292e-01,-3.165744208457613729e-01,5.023414043208392910e-01,3.318861327069874689e-01,-2.004440243467703678e-02,-5.714561222342426916e-01,-5.031892790820614580e-01,8.449777577434536280e-01,-1.363441823670820563e+00,-1.097337249971304524e-01,-2.728035184503039834e-01,-4.617277051907140578e-02,9.452870098049305503e-02,4.391255573485977615e-01,-1.730417896431594715e-01,3.986280989430045912e-02,-9.466840667431597467e-02,-4.467459508353763958e-02,1.679061526087620871e-03,2.753194764472620664e-04,-8.446812879190867849e-06,-4.372571547421785653e-06,1.0
5.128386583403678856e+01,8.663795461775367812e+01,4.353620827291452144e+01,-6.793030255495655467e+01,-1.264941856310503177e+01,2.787456231797696748e+00,-3.871423311182879516e-03,1.026415350504721546e+00,-8.751322815720729009e-01,1.267714986496861318e+00,5.401569902515173105e-01,-8.840419992812446892e-02,-4.594343123375834725e-01,2.968170106576684814e-02,7.767297804576279718e-01,-1.101451592804944646e+00,4.404563040263460329e-03,-3.575758787954496642e-01,5.044683330802077897e-02,1.364664840554710157e-01,4.437456553630103606e-01,-1.890932269497282714e-01,4.273335640078082531e-02,-9.696784726960801237e-02,-4.579592303444581652e-02,1.584419377044959595e-03,2.572685799696117822e-04,-5.126958713544869027e-06,-3.851855169612875587e-06,0.0
2.524915891629912323e+02,-8.212934373760967333e+01,-4.872354708054280792e+01,-9.044714824155033739e+01,5.005123778760756537e+00,2.146101603612709852e+00,-3.543469992129058554e-01,1.693762841810317332e-01,2.952342083181938928e-02,9.996913264917700603e-01,5.780109470522389881e-01,-3.702875004225399946e-01,-7.937384187801298507e-01,-2.680017924940367724e-01,1.081246774281417578e+00,-1.050031959606778420e+00,-3.439705625603141081e-01,-5.045802159076948623e-01,2.517998239874734701e-01,2.044428308005738146e-02,3.124362283136297713e-01,-5.099595240983512134e-02,4.384395794706973104e-02,-8.269631824966523770e-02,-4.363947380853733932e-02,1.611636754479056546e-03,2.694136141289631549e-04,-3.917223021986190217e-06,-5.416931206599019670e-06,1.0
5.975057472158349725e+01,1.157218878088934559e+02,3.980015759041419443e+01,-9.297707706643484471e+01,-8.630281467124616412e+00,2.810877421110195229e+00,-3.966363618114874395e-02,9.266025602197993649e-01,-9.069185410171086703e-01,1.364062668704806747e+00,5.364411740636996218e-01,-9.808808823850234671e-02,-5.364957991828749329e-01,-1.506138713664648687e-01,7.555290416047261148e-01,-9.542840925427046317e-01,-1.187466333537908481e-01,-2.299645396297120004e-01,1.361017199902076757e-01,1.059360652634797617e-01,4.801678375212339867e-01,-1.897441167975897069e-01,4.495268339018217846e-02,-8.927967375973261399e-02,-4.419694286245837850e-02,2.102025726663034853e-03,3.490430979257370166e-04,-7.964401430110844247e-06,-6.036046191053515385e-06,0.0
1.535783028243990884e+02,-1.602891437171023004e+00,2.736601933673290787e+01,-4.387222460512806066e+01,2.266115473922698698e+01,4.152292345827294007e+00,4.483543037221279226e-01,8.321752289819928095e-01,-7.594904554794259521e-01,1.235633420419973927e+00,9.373184508909675472e-01,-3.838340571268108459e-01,-9.701233587593957042e-01,-2.835931562194979882e-01,6.542944288786363138e-01,-6.147691987161625349e-01,1.515012614091205412e-01,-4.205338238705690346e-01,5.917171051901994050e-02,5.114154346029966408e-02,4.120388605241628865e-01,-1.314282601432822106e-01,3.458772706328464008e-02,-8.885483389107627639e-02,-4.515937440340084263e-02,1.555686576510813832e-03,2.417260526789378409e-04,-8.162503871936490162e-06,-4.396016330134146806e-06,0.0
1.757587476014333276e+02,-2.153538816050110682e+01,7.775449507606961674e+01,-4.610219446228256146e+01,6.244094568584730887e+00,4.296234187587152142e+00,9.107975995750509923e-02,1.268842977978885456e+00,7.585440349694804185e-01,1.581228509777838465e+00,2.328883008581552894e-01,-3.697448458810266569e-02,-8.828296495461349647e-01,-1.435356184000589341e-01,7.475669322087644675e-01,-1.184902241069327511e+00,1.751574007218082429e-01,-3.662279574732500986e-01,9.878651350263153996e-02,1.285663830393031226e-01,3.447911418122672211e-01,-1.721278969627460520e-01,4.390595789152453715e-02,-9.781518135916356105e-02,-4.406152053981220867e-02,2.250028607123345792e-03,3.099756307155897132e-04,-9.178172361039390914e-06,-4.634219864390346331e-06,0.0
1.211242944163346102e+01,8.194620163100783117e+00,3.741181063607014323e+01,-2.546757973990706247e+01,3.245129033705579502e+01,1.859653595629924494e+00,-1.323457576366408039e-01,2.488949368742282287e-01,-2.169645657257280869e-01,1.110136442957690983e+00,4.408486277842887380e-01,1.660171449224328577e-01,-7.217459791615159492e-01,-3.046192050974740329e-01,1.249155983748451382e+00,-1.139931451541323693e+00,1.148981429087561970e-02,-4.955586096492429760e-01,1.021656930142814945e-01,9.791255755844670283e-02,4.146896425839201039e-01,-2.337056861823372522e-01,5.248649539932696839e-02,-8.834603657929032683e-02,-4.520851076206428704e-02,2.057725731764160383e-03,2.422747174173691960e-04,-8.681229556548359871e-06,-3.755576568828623753e-06,0.0
1.571409203496170548e+01,4.191438007966352330e+01,6.464074259567779279e+01,-1.076747038584304335e+02,1.429131798995978784e+02,2.152667801920022939e+00,-9.802011339470778628e-02,2.935038441831228639e-01,-7.104815338276846415e-01,2.439145375988706732e+00,1.322567396239958004e+00,-5.621918868083021215e-01,-9.130465624562363880e-01,-5.351670292917751759e-01,6.736080357023914722e-01,-1.073548751520158495e+00,6.321280834963134698e-02,-1.569856556854246354e-01,4.288881550619424304e-02,8.800589852164668325e-02,3.467547238429134482e-01,-9.871957699493448535e-02,4.492760183595365803e-02,-9.410706148145196737e-02,-4.528787034645020970e-02,1.620403930633759369e-03,2.570296278364865572e-04,-8.542958008773722585e-06,-3.982848955128775300e-06,1.0
1.291659688286705965e+01,2.656548406112416938e+00,3.676489379556760184e+01,-1.264385441102903052e+01,1.500065051891779078e+01,1.663317974467962035e+00,1.905447532682336131e-01,5.909752280233850907e-01,-5.253257878362090905e-01,1.380788282771391762e+00,7.175791665438319145e-01,4.877510208105946266e-01,-4.980674541880014128e-01,-1.057402458175532162e-01,7.839083319184947385e-01,-1.362904898402071296e+00,5.575747652844120078e-02,-4.277695953058736067e-01,1.141736733497381862e-01,2.250183944026066807e-01,3.445010101465884045e-01,-1.784928197660131943e-01,6.039159034150023975e-02,-9.748915978616527755e-02,-4.594660948653256360e-02,1.413216638251573896e-03,2.544997302790669180e-04,-7.060345900742098309e-06,-4.714259818094394672e-06,0.0
4.351743558073467710e+01,4.822621806124355714e+01,6.222597106590179550e+01,-4.157402938862546904e+01,-6.447506515741763700e+00,3.105683412236020402e+00,-4.234780735297552501e-02,3.945170783480585475e-01,-2.993889499880328375e-01,1.282434049994833680e+00,6.492535370312682019e-01,-5.257410053268276595e-01,-5.731290096628675057e-01,8.009188080416312916e-02,1.209097158805456873e+00,-1.101476204185100283e+00,-1.082644359949148372e-01,-4.043686870855767168e-01,-1.038576858204358078e-01,1.759474869418112541e-01,4.348665755724707149e-01,-1.881552780653945323e-01,3.015449843865535690e-02,-8.436375634493917253e-02,-4.388558747493932766e-02,1.764527415680415762e-03,2.792819064001482812e-04,-6.430458284910539633e-06,-3.335182152291969619e-06,0.0
1.222629414989324736e+01,1.345299000058471073e+01,4.043221283935442045e+01,-3.807341117880626769e+01,4.945737066091751188e+01,1.887380767066444198e+00,-1.231934574799914556e-01,3.928514350553888868e-01,-2.506341797561587592e-01,9.989919328128487042e-01,5.670761216399579085e-01,-6.317672375977285981e-02,-8.082353728367378531e-01,-3.799884643033496490e-01,1.119225885325289438e+00,-1.176948067207901127e+00,-2.335305153805615486e-02,-3.653061001537863395e-01,7.550742994364452454e-02,1.263498362419640531e-01,3.965024210908825730e-01,-2.005537473544879157e-01,5.134418865537965226e-02,-9.103993697852284794e-02,-4.497443732823232232e-02,2.000754490451741707e-03,2.649224890853939382e-04,-8.362304645469907812e-06,-3.653677604902927303e-06,0.0
8.918716935827151815e+01,8.110693455632795690e+01,1.312448650911230175e+02,-5.761399580890110883e+01,-4.180488403549684051e+01,3.122134621257294018e+00,-2.573779533533415709e-01,3.645663452022542272e-01,-6.409127513552919098e-01,1.445792280810258124e+00,3.879337141346381745e-01,-3.098847671305532958e-01,-7.478831492223675381e-01,-1.820839867329819561e-01,1.024887103714638537e+00,-1.152712296064016817e+00,-1.181436599307247592e-01,-3.196516442368958488e-01,7.541170867723240301e-02,1.070602048191947597e-01,3.340086686656394965e-01,-1.154391758300417486e-01,4.011704657475249208e-02,-1.022443690551499140e-01,-4.229810600514608693e-02,5.206637449540871179e-04,3.155098662223565975e-04,-9.065799145884360265e-06,-4.185776956870227740e-06,1.0
8.926227168396175671e+01,7.402512643030821948e+01,3.862410078576042594e+01,-7.219931303918044385e+00,2.581424455959221831e+01,3.850632042073521166e+00,1.135871615736614992e-01,8.779307080346996361e-01,-6.121395299113450150e-01,8.945019807872818252e-01,2.300790662227724659e-01,-6.649632878014029025e-01,-7.313353112455455163e-01,-1.819644059818075477e-01,1.098588095325120362e+00,-1.278159465552091367e+00,1.452700886886813536e-01,-5.560610333675986006e-01,1.692002220653245625e-01,2.392233347945698918e-01,4.294665422612336525e-01,-1.898330013815837658e-01,3.833163792047867419e-02,-9.418128711491190186e-02,-4.274682368079039951e-02,1.765312032485315654e-03,2.731844863079087023e-04,-5.889542787548887931e-06,-4.272160836857285609e-06,0.0
5.101775733332188878e+01,9.143552188537908876e+01,3.081665335419959462e+01,-6.253312001164142941e+01,-2.970346757149717476e+01,2.730758792610092467e+00,-4.537245089083825067e-01,6.597478459281846952e-01,-6.941943821314492391e-01,1.103161275585714307e+00,4.723722983312975132e-02,-3.907050835879659623e-01,-7.269392519443922396e-01,-3.139283213296742425e-01,1.039820583588216385e+00,-1.125850127208134932e+00,5.391689003399362939e-02,-3.054718440118016631e-01,7.655828311189857849e-02,9.487204108111810252e-03,3.668353030918201640e-01,-1.672306622146811916e-01,5.952220345121417983e-02,-1.054959078274096129e-01,-4.395205176785840079e-02,1.908874643896527100e-03,2.773960866110516217e-04,-8.550053149772649772e-06,-4.242774400480896762e-06,1.0
7.789386461593707622e+01,1.527664631033576086e+02,4.985650949736638182e+01,-1.222353619462304124e+02,-1.191071382183664973e+01,2.891082184912606934e+00,-5.367245275286359751e-01,3.190308782295138146e-01,-7.811581889195042816e-01,1.606611519508054142e+00,1.605050530026864708e-01,5.505593232335830312e-01,-7.445638118149872087e-01,-6.903227057798229094e-01,1.413813016408427492e+00,-7.291477988799580645e-01,-3.071459061710596697e-02,-6.859520622397277112e-01,2.520913018170910513e-01,1.270971720551333506e-01,3.950431552346020392e-01,-1.688643969324883365e-01,3.215719268909007084e-02,-9.553816833931050301e-02,-4.552103069058901358e-02,1.955335064583778315e-03,2.771535323305872518e-04,-8.543165505426508533e-06,-5.081435014368494402e-06,0.0
1.375527098490654332e+01,1.027427731305455971e+01,4.299057607476790110e+01,-3.123130960446989945e+01,3.997251004898169668e+01,1.702491503313572574e+00,2.053390041888046025e-01,6.005571362605839347e-01,-5.517196314364724019e-01,1.294700004026281048e+00,6.986495125372942372e-01,6.330248000421624666e-02,-7.080231303596277170e-01,-2.444033788681692632e-01,8.048768054759434243e-01,-9.912471254825599987e-01,-1.279660165558100526e-01,-4.575332375938890861e-01,1.425197086672151947e-01,1.186721960848551305e-01,4.141150899184701251e-01,-2.579781205290130885e-01,3.902398704678737562e-02,-8.829148317223055320e-02,-4.447002665393080117e-02,1.349105064158094168e-03,2.411009685332830940e-04,-6.218825917625053948e-06,-3.915223624941143760e-06,0.0
2.902399358570921208e+02,2.258561156894958515e+02,1.179620364870365137e+02,2.613242416905706467e+00,7.590597605451849006e+01,3.051218552003599260e+00,-5.824840500154644385e-01,1.644922493888108406e+00,-7.751027940338843791e-01,4.569299546115104804e-01,7.414547343025622572e-01,3.415302886677007432e-02,-1.189526167390956735e+00,-3.953614413321052817e-02,8.471461248044529491e-01,-1.141249328032220234e+00,-1.374702961687859493e-01,-4.528586552312575120e-01,1.841750414751991138e-01,-2.973836897545078378e-02,3.959032622906579202e-01,-2.477269048503576987e-01,3.489902316259045623e-02,-8.921242671623039189e-02,-4.412129641050126228e-02,1.207999158288635419e-03,3.234869721408794598e-04,-6.965581424398656287e-06,-3.803632487989228705e-06,1.0
1.057577785701986386e+02,-2.223024363553233940e+01,2.788621242213542359e+02,1.454352735343433345e+00,-1.890418027428937719e+01,1.144000603835774843e+00,1.253610175652474457e+00,5.416798575501172719e-01,-8.253112459106007881e-01,1.475627349372020891e+00,1.168781031796403136e+00,-1.594743137468087046e-01,-1.122613411469346234e+00,-2.722550402537008418e-01,1.086983200642090530e+00,-8.391290832918373299e-01,9.863313068793605476e-02,-4.213603034032267769e-01,2.046595588537750143e-01,1.034401095223062700e-01,4.397780377999674362e-01,-1.357196755652832210e-01,5.118078672288270403e-02,-1.023493209470744264e-01,-4.321075817327974661e-02,2.391859136423267734e-03,3.051772761126913137e-04,-9.241276708822563581e-07,-4.441545838821195267e-06,1.0
1.046341540128607051e+02,7.208665688887136014e+01,1.252380168411839989e+01,2.916854475076457476e+01,3.731398182253666818e+01,3.437696904828885014e+00,3.479627797661870026e-01,1.366075631374006338e+00,-4.671495708959053639e-01,9.478318060345978235e-01,9.824780451519853353e-01,-4.916696210064552819e-01,-5.690566552743328010e-01,-3.917317458812735742e-01,7.963613679572867365e-01,-9.848312576768679660e-01,-1.111859125699914408e-01,-4.649620591072063935e-01,4.164239885638876260e-01,2.693276349587878649e-01,4.037941156431820722e-01,-1.932685152265373463e-01,5.096833136488701510e-02,-9.268121242145371808e-02,-4.011503883335095638e-02,1.656461357810957860e-03,3.388381405966596374e-04,-1.029033136044353082e-05,-5.082444346936469849e-06,1.0
4.888535936307060581e+01,-3.692163149954014401e+00,1.322434846813744684e+02,-1.503879337745454414e+01,1.248170415445574299e+01,1.980854002762417299e+00,7.579429747716437404e-02,2.754950080250203048e-01,-5.367684756773055677e-01,1.550916106975691600e+00,7.147216279744796896e-01,1.272001809958175633e-01,-7.420650188031381322e-01,-1.750333193177038560e-01,6.149111336774977232e-01,-1.232155799098117122e+00,-2.241586134868265301e-01,-3.437112298199280214e-01,1.847858906150117719e-01,1.408801583379584166e-01,3.269054429985058796e-01,-1.842531081452398189e-01,2.644830550188200305e-02,-9.064970465511809627e-02,-4.827140975754912883e-02,1.469852020800930647e-03,3.562904866688965263e-04,-7.769205166954807281e-06,-3.817717001892992150e-06,0.0
1.681381276579943744e+02,-2.451812567276119026e+01,2.045128605336040550e+01,-5.078952004007726373e+01,8.153691146230942266e+00,3.954708184504076129e+00,-4.411281218132791504e-01,6.850491275387982082e-01,-9.051583120461658138e-01,7.794555432112348914e-01,9.610014373072861549e-01,-7.119009608203967499e-02,-6.913585516425706512e-01,-1.595855300224706952e-01,1.227162845991428997e+00,-9.963950855594798650e-01,1.213823782534457774e-01,-2.367667089509155678e-02,2.584934365715344518e-01,1.437407126962319814e-01,4.128985265615317535e-01,-1.723817056764565814e-01,3.411084196957281378e-02,-9.520517772092315645e-02,-4.503362805791587264e-02,1.859272067925128117e-03,2.925615454152779844e-04,-7.464139938746373312e-06,-4.734273611304618271e-06,0.0
1.440358768376887610e+02,-4.954313424134304711e+01,-8.732193880572467037e+00,-4.819541248796586075e+01,4.241989697784227964e+00,3.514263427354425318e+00,2.998572679909716765e-01,4.878126642658797696e-01,-1.207636284428661000e+00,8.135113438856583779e-01,1.315392089915646379e+00,2.648541969477928304e-01,-8.545572117538644541e-01,3.580740779623556302e-02,8.520178650850700475e-01,-1.059884639174160981e+00,-1.556429694844339851e-01,-4.907980003341766984e-01,1.146245069162574737e-01,1.200404259014272029e-01,4.351557024315933497e-01,-1.225964498822053605e-01,4.284164157763627884e-02,-9.804843425962397885e-02,-4.400154702742416213e-02,1.971141401586639415e-03,3.200799522737388363e-04,-9.529725122578921472e-06,-2.766999142935783365e-06,1.0
